1,0.0,0.0,14,13
2,0.0,0.0404,280,280,13,13
3,0.0003,0.0404,280,280,280,11,11,12
4,0.0014,0.1755,311,311,311,311,12,12,12,12
5,0.0004,0.1755,311,311,311,311,311,13,13,13,13,13
6,0.0029,0.0404,280,280,280,280,280,280,10,10,10,10,10,10
7,0.0184,0.1755,311,311,311,311,311,311,311,9,9,9,9,10,10,10
8,0.0182,0.1755,311,311,311,311,311,311,311,311,9,9,9,9,10,10,10,10
9,0.018,0.1755,311,311,311,311,311,311,311,311,311,9,9,9,9,10,10,10,10,10
10,0.0179,0.1755,311,311,311,311,311,311,311,311,311,311,9,9,9,9,10,10,10,10,10,10
