1,0.0016,0.0,14,13
2,0.0036,0.0187,249,249,12,12
3,0.0203,0.0404,280,280,280,9,10,10
4,0.0208,0.0404,280,280,280,280,9,10,10,10
5,0.0172,0.0404,280,280,280,280,280,10,10,10,10,10
6,0.021,0.0404,280,280,280,280,280,280,10,10,10,10,10,10
7,0.0231,0.0404,280,280,280,280,280,280,280,9,9,9,10,10,10,10
8,0.0221,0.0404,280,280,280,280,280,280,280,280,9,9,9,9,9,9,9,9
9,0.0226,0.0404,280,280,280,280,280,280,280,280,280,9,9,9,9,9,9,9,9,9
10,0.0425,0.0404,280,280,280,280,280,280,280,280,280,280,8,8,8,8,8,8,9,9,9,9
11,0.0537,0.0404,280,280,280,280,280,280,280,280,280,280,280,8,8,8,8,8,8,8,8,8,8,8
12,0.0563,0.0404,280,280,280,280,280,280,280,280,280,280,280,280,8,8,8,8,8,8,8,8,8,8,8,8
